	Molecular_weight	LogP	Number_of_HBA_1	Number_of_HBA_2	Number_of_HBD_1	Number_of_HBD_2	Number_of_acidic_groups	Number_of_aliphatic_OH_groups	Number_of_basic_groups	Fraction_of_rotatable_bonds	Number_of_heavy_bonds	Number_of_heterocycles	Number_of_hydrophobic_groups	MolarRefractivity	Number_of_atoms	Number_of_halogen_atoms	Number_of_B_atoms	Number_of_Br_atoms	Number_of_Cl_atoms	Number_of_I_atoms	Number_of_F_atoms	Number_of_N_atoms	Number_of_O_atoms	Number_of_P_atoms	Number_of_S_atoms	Number_of_bonds	Number_of_NO2_groups	Number_of_SO_groups	Number_of_OSO_groups	Number_of_SO2_groups	PolarSurfaceArea	Geometrical_diameter	Geometrical_radius	Geometrical_shape_coefficient	Kier_shape_1	Kier_shape_2	Zagreb_group_index_1	Zagreb_group_index_2
8AH	-0.156943795598891	0.102631837520401	0.204772173988498	0.228541275062028	0.0945716131720962	-0.22683568485804	0.154841623740718	0.788033642989873	-0.159649052433652	-1.01581507970084	0.0330148877657405	0.66548456483047	NaN	0.0530618959232169	0.0812427706491358	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.10783659666651	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.000549622353241095	0.873636655495842	0.0420670753023066	0.848439162221256	-0.133189852768213	-0.398027861433628	0.0953826246407875	0.000251310152777213
P	-0.0159971221106277	0.36283820821724	0.0345553043605593	0.228541275062028	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-1.19761985555756	0.339362334708309	2.09305629261196	NaN	0.085501635107599	0.185810078678185	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.30341296971168	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.512647572303838	1.00738188622516	0.186030409568738	0.950466980170261	-0.225264832275882	-0.285860743911778	0.43773045581027	0.551751440422057
A40	-0.333094863503859	0.538716114665562	0.0345553043605593	0.228541275062028	0.0945716131720962	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.23003386097395	-0.120158835705544	0.66548456483047	NaN	-0.0825477994886399	-0.127891845408963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.0877397763786606	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.167041655870098	1.19249072807312	0.182384384374787	1.13293378364695	-0.340915602722089	-0.341375193692354	-0.113829938851674	-0.18358206660365
6MA	-0.509292878396038	0.244351378703501	-0.305878434895319	-0.137675466904836	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.0931558422279759	-0.273332559176828	0.66548456483047	NaN	-0.300721596390952	-0.337026461467061	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.283316149423831	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.698837394817817	0.691293993036833	0.167717257973344	0.643827761056786	-0.548180553080576	-0.449445279831221	-0.285003854436415	-0.333991193040726
A47	-0.321547825335857	0.201402257671494	-0.13566156526738	0.228541275062028	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	0.454356232755919	-0.120158835705544	0.66548456483047	NaN	-0.255827314483994	-0.232459153438012	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.185527962901246	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.510195017012766	1.16004644049461	-0.060861421344795	1.1523639615553	-0.340915602722089	-0.159535321636961	-0.208926558620975	-0.300566942721376
6OG	-0.321547825335857	0.337596180944043	-0.13566156526738	0.228541275062028	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.23003386097395	-0.120158835705544	0.66548456483047	NaN	-0.238804726855862	-0.232459153438012	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.185527962901246	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.224267945995141	1.37942692995271	0.022061906339003	1.35103794179035	-0.340915602722089	-0.341375193692354	-0.208926558620975	-0.300566942721376
G36	-0.156943795598891	0.78140376494145	0.204772173988498	0.228541275062028	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	0.302269545260393	0.0330148877657405	0.66548456483047	NaN	0.0475670013266779	0.0812427706491358	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.10783659666651	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.224267945995141	1.48611081922509	-0.0757099164805525	1.4776797105016	-0.133189852768213	-0.0543007408781635	0.0953826246407875	-0.0331729401665731
5AA	-0.168490833766894	0.757040813244931	0.204772173988498	-0.137675466904836	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.356772767220222	0.0330148877657405	0.66548456483047	NaN	0.1934506600542	0.185810078678185	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.902177900142844	-0.148708132936351	-0.429315941228763	0.205624783189095	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.313581834511725	0.817398745191469	0.264787006021221	0.748175648014314	-0.133189852768213	-0.232450745569937	0.190479244410088	0.0670998107914779
5JO	-0.0396544783593297	0.318068144919256	-0.13566156526738	0.228541275062028	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	0.161046192585975	0.186188611237025	0.66548456483047	NaN	0.0581181920052715	-0.0233245373799134	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	0.0100484101439245	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.22426794599514	0.432833489251084	-0.18858588542866	0.458981272342563	0.0749490028285584	0.239855271676335	-0.0567719669900936	-0.0665971904859234
G46	-0.109852022537058	-0.555042276060363	-0.13566156526738	0.228541275062028	0.897424244143721	0.567089212145101	-0.968463973941946	0.788033642989873	-0.159649052433652	-0.914423954703819	-0.120158835705544	0.66548456483047	NaN	-0.139813869681477	-0.44159376949611	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.672549772107316	0.642543475324757	-0.0809027669189028	0.645235765023222	-0.340915602722089	-0.50974828821014	-0.399119798159576	-0.25043056724235
SRA	-0.297597075597238	-0.275621824901837	-0.13566156526738	0.228541275062028	0.0945716131720962	-0.22683568485804	-2.09176957162461	0.788033642989873	-0.159649052433652	-0.80492153970704	-0.273332559176828	0.66548456483047	NaN	-0.247150511796537	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.191848935056956	0.98835692671508	0.0878421741479357	0.951998851915356	-0.548180553080576	-0.620948979836142	-0.513235741882737	-0.400839693679427
6NW	-0.132993045860273	0.904599927901681	0.204772173988498	0.228541275062028	-0.708281017799528	-1.02076058186118	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.23003386097395	-0.120158835705544	0.66548456483047	NaN	0.0163768541363871	-0.232459153438012	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.902177900142844	-0.148708132936351	1.88550920134254	-0.185527962901246	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.039586127402825	1.53766113115363	0.0169337263121912	1.50812787148481	-0.340915602722089	-0.341375193692354	-0.208926558620975	-0.267142692402025
AS	-0.485342128657419	0.396682617919362	-0.305878434895319	-0.137675466904836	-0.708281017799528	-1.02076058186118	-2.09176957162461	-0.533081582022561	-0.159649052433652	-0.68629392346053	-0.426506282648112	0.66548456483047	NaN	-0.309208063874009	-0.650728385554208	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.34331635866857	-0.148708132936351	1.88550920134254	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.221611011096478	0.0895170231584227	0.202320143058379	0.0465208374005487	-0.754929387066575	-0.73154007004529	-0.589313037698177	-0.534536694956828
RFJ	0.0547520071999081	0.411061782709318	0.204772173988498	0.228541275062028	0.0945716131720962	-0.22683568485804	-2.09176957162461	-0.533081582022561	-0.159649052433652	-0.356772767220222	0.0330148877657405	0.66548456483047	NaN	0.135075680409651	-0.127891845408963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.0877397763786606	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.375177443064682	0.142224564510607	0.0841931736539016	0.120083969750366	-0.133189852768213	-0.232450745569937	-0.0948106148978139	-0.116733565964949
C36	-0.368721729046264	-0.379603907400381	0.0345553043605593	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	0.788033642989873	4.74034878764536	0.0551286780801624	-0.426506282648112	-0.762087162951023	NaN	-0.699945549894263	-0.232459153438012	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-0.524021459279071	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.283316149423831	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.222837288742014	-0.343659962827027	0.235521374156906	-0.384228786942764	-0.224377218493447	-0.449445279831221	-0.227945882574835	-0.200294191763325
C49	-0.203824305819381	0.396557035694122	-0.305878434895319	-0.137675466904836	0.0945716131720962	0.567089212145101	0.154841623740718	-0.533081582022561	4.74034878764536	-0.68629392346053	-0.426506282648112	-0.762087162951023	NaN	-0.502733451806759	-0.44159376949611	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-0.524021459279071	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.0315379760383	-0.241937368360811	0.153920581157483	-0.270217540783489	-0.224377218493447	-0.620948979836142	-0.418139122113436	-0.350703318200401
GMU	0.43046505275584	1.02227047295136	0.885639652500254	-0.503892208871701	1.70027687511535	-0.22683568485804	0.154841623740718	-0.533081582022561	4.74034878764536	1.87033573702461	0.339362334708309	-0.762087162951023	NaN	0.822260247280042	1.02234854291058	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.421237475434342	-0.148708132936351	-0.429315941228763	0.890142088847191	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.943352752163322	-0.309329414035768	0.196994361611424	-0.343898237041408	0.832333165733799	1.06949629198221	0.856155582795193	0.652024191380108
TDY	-0.415226733313927	0.531306763376414	0.374989043616437	-0.503892208871701	0.0945716131720962	-0.22683568485804	0.154841623740718	-0.533081582022561	4.74034878764536	0.0551286780801624	-0.426506282648112	-0.762087162951023	NaN	-0.381965764616125	0.0812427706491358	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.0199009830913866	-0.148708132936351	-0.429315941228763	0.0100484101439245	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.48648698253239	-0.478680104579124	-0.00956914571594908	-0.474944324207144	-0.224377218493447	-0.449445279831221	0.0953826246407875	0.000251310152777213
U8U	-0.0625842570268638	-0.0017269916538615	-0.13566156526738	-0.503892208871701	0.897424244143721	0.567089212145101	0.154841623740718	0.788033642989873	4.74034878764536	0.618609855251088	-0.273332559176828	-0.762087162951023	NaN	0.0555321158585579	-0.0233245373799134	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.0199009830913866	-0.148708132936351	1.88550920134254	-0.0877397763786606	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.345338020356625	-0.237965071813326	-0.11770593623743	-0.218314763821045	-0.0134053376518072	0.037246701497937	-0.0948106148978139	-0.150157816284299
THP	0.158851394919483	-0.796536895196474	-0.476095304523258	0.228541275062028	0.0945716131720962	0.567089212145101	2.40145281910605	-1.854196807035	-0.159649052433652	0.454356232755919	-0.120158835705544	-0.762087162951023	NaN	-0.180384232271131	-0.127891845408963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	1.3035143924858	1.82911003511711	-0.429315941228763	-0.185527962901246	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.552578942452316	-0.471265299482841	-0.00911258301808527	-0.467708501789575	0.197772562609974	-0.0543007408781635	-0.170887910713254	-0.217006316923
9QV	0.181992418242699	-1.89877208612608	-0.646312174151197	0.594758017028892	0.897424244143721	1.36101410914824	2.40145281910605	-0.533081582022561	-0.159649052433652	0.454356232755919	-0.120158835705544	-0.762087162951023	NaN	-0.411277386093441	-0.337026461467061	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	1.74465285101153	1.82911003511711	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.966038888605749	-0.641420618607939	-0.0183812857450166	-0.634000161917039	0.197772562609974	-0.0543007408781635	-0.399119798159576	-0.283854817561701
UBD	0.181992418242699	-1.89877208612608	-0.646312174151197	0.594758017028892	0.897424244143721	1.36101410914824	2.40145281910605	-0.533081582022561	-0.159649052433652	0.454356232755919	-0.120158835705544	-0.762087162951023	NaN	-0.411277386093441	-0.337026461467061	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	1.74465285101153	1.82911003511711	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.96603888860575	-1.05875269706867	-0.964139185648152	-0.893931363851397	0.197772562609974	-0.0543007408781635	-0.399119798159576	-0.283854817561701
RPC	0.170445380074696	-1.21792805198858	-0.305878434895319	0.960974758995757	0.897424244143721	0.567089212145101	2.40145281910605	-0.533081582022561	-0.159649052433652	0.454356232755919	-0.120158835705544	-0.762087162951023	NaN	-0.30612132338529	-0.232459153438012	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	1.3035143924858	1.82911003511711	-0.429315941228763	-0.283316149423831	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.08968855119736	0.6634998875458	0.0715400591869658	0.635574508632016	0.197772562609974	-0.0543007408781635	-0.342061826297996	-0.283854817561701
TYD	0.158851394919483	-0.796536895196473	-0.305878434895319	0.228541275062028	0.0945716131720962	0.567089212145101	1.27814722142338	-0.533081582022561	-0.159649052433652	0.454356232755919	-0.120158835705544	-0.762087162951023	NaN	-0.180384232271131	-0.127891845408963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	1.3035143924858	1.82911003511711	-0.429315941228763	-0.185527962901246	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.494739513504504	1.11810524456239	0.496905523815913	0.994842772907448	0.197772562609974	-0.0543007408781635	-0.170887910713254	-0.217006316923
CM0	0.100412073412863	-1.61407718150749	-0.476095304523258	0.594758017028892	0.0945716131720962	1.36101410914824	1.27814722142338	0.788033642989873	-0.159649052433652	0.961311857741007	0.0330148877657405	-0.762087162951023	NaN	-0.416234376851463	-0.232459153438012	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	1.74465285101153	-0.148708132936351	-0.429315941228763	-0.283316149423831	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.707703064612699	-0.501425985830021	0.182262249643937	-0.529919685468202	0.409134042242219	0.441915768491202	-0.227945882574835	-0.166869941443974
3AU	0.418073094718792	-0.636293975790505	0.204772173988498	0.594758017028892	0.0945716131720962	0.567089212145101	1.27814722142338	0.788033642989873	-0.159649052433652	1.25674461850818	0.339362334708309	-0.762087162951023	NaN	0.294588994860815	0.499512002765332	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	1.3035143924858	-0.148708132936351	-0.429315941228763	0.401201156234265	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.862009668342725	-0.036321855218981	-0.288638379609756	0.0125331082284207	0.832333165733799	0.847872952094595	0.47576910371799	0.535039315262382
XSX	0.418073094718792	-0.636293975790505	0.204772173988498	0.594758017028892	0.0945716131720962	0.567089212145101	1.27814722142338	0.788033642989873	-0.159649052433652	1.25674461850818	0.339362334708309	-0.762087162951023	NaN	0.294588994860815	0.499512002765332	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	1.3035143924858	-0.148708132936351	-0.429315941228763	0.401201156234265	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.862009668342725	0.0110175468777393	-0.0569349649493539	0.016778359614041	0.832333165733799	0.847872952094595	0.47576910371799	0.535039315262382
PGP	0.640130727098615	-1.23833516359004	-0.13566156526738	1.32719150096262	1.70027687511535	1.36101410914824	2.40145281910605	-0.533081582022561	-0.159649052433652	-0.0931558422279759	0.492536058179593	0.66548456483047	NaN	0.0893373032484058	0.0812427706491358	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	1.3035143924858	1.82911003511711	-0.429315941228763	0.10783659666651	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.67584926576387	-0.331596645471395	-0.0204762706612302	-0.32795556132664	0.492306007373224	0.0983206619328009	0.0763633006869273	0.217508937228554
PGN	0.452385674038434	-0.566030720768844	-0.305878434895319	0.960974758995757	0.897424244143721	0.567089212145101	2.40145281910605	-1.854196807035	-0.159649052433652	0.0295623814753107	0.339362334708309	0.66548456483047	NaN	0.0272797511709344	-0.0233245373799134	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.862375933960071	1.82911003511711	-0.429315941228763	0.0100484101439245	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.26238931961044	-0.553003303619767	-0.160714912621766	-0.522591468391231	0.283459625200184	-0.0125107572165573	0.000286004871486781	0.083811935951153
A2P	0.452385674038434	-0.8518558654146	-0.13566156526738	1.32719150096262	0.897424244143721	0.567089212145101	2.40145281910605	-0.533081582022561	-0.159649052433652	0.0295623814753107	0.339362334708309	0.66548456483047	NaN	-0.0236804309457551	-0.0233245373799134	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.862375933960071	1.82911003511711	-0.429315941228763	0.0100484101439245	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.26770318940776	0.0399490119075865	0.0261540409413585	0.0300710865530038	0.283459625200184	-0.0125107572165573	-0.0377526430362335	0.0670998107914779
127	0.101210046294698	0.283219077415215	0.545205913244376	0.228541275062028	0.0945716131720962	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	1.62035417022162	0.0330148877657405	-0.762087162951023	NaN	0.120945360344003	0.394944694736283	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	0.862375933960071	-0.148708132936351	-0.429315941228763	0.30341296971168	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.194505869955619	-0.670930956874484	0.711291168343963	-0.782290049404491	0.409134042242219	0.65971783110853	0.285575864179389	0.083811935951153
18M	0.80473475683558	-0.165172257803444	0.204772173988498	1.32719150096262	0.897424244143721	0.567089212145101	2.40145281910605	-1.854196807035	-0.159649052433652	0.366047833564968	0.645709781650877	0.66548456483047	NaN	0.358545761260434	0.394944694736283	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	1.3035143924858	1.82911003511711	-0.429315941228763	0.401201156234265	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.45103169741549	0.545622551065773	-0.617723692252489	0.656692141602235	0.701456642374472	0.376394222359684	0.380672483948689	0.351205938505956
AD2	0.264640620978253	-0.1795514225934	-0.305878434895319	0.960974758995757	0.0945716131720962	-0.22683568485804	2.40145281910605	-1.854196807035	-0.159649052433652	0.161046192585975	0.186188611237025	0.66548456483047	NaN	-0.0857379830232266	-0.127891845408963	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.421237475434342	1.82911003511711	-0.429315941228763	-0.0877397763786606	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.854243243254327	1.10431934788674	0.149311423564369	1.05326867207744	0.0749490028285584	-0.122795620990613	-0.113829938851674	-0.0665971904859234
M7M	1.15760017255821	0.346072981147728	1.56650713101201	1.32719150096262	0.897424244143721	1.36101410914824	1.27814722142338	0.788033642989873	-0.159649052433652	0.12253073276568	0.952057228593446	0.66548456483047	NaN	0.874991374342004	1.23148315896868	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	1.3035143924858	1.82911003511711	-0.429315941228763	1.18350664841495	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.920666615720894	-0.013180031835848	0.118083563329835	-0.0389991634358941	1.12056317679577	0.59596248050061	1.21752273791854	1.01969094489296
ADP	0.452385674038434	-0.8518558654146	0.0345553043605593	1.32719150096262	0.897424244143721	0.567089212145101	1.27814722142338	0.788033642989873	-0.159649052433652	0.0295623814753107	0.339362334708309	0.66548456483047	NaN	-0.0236804309457557	-0.0233245373799134	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	0.862375933960071	1.82911003511711	-0.429315941228763	0.0100484101439245	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.20986376045995	1.42074688903418	-0.540802890276987	1.51603283077847	0.283459625200184	-0.0125107572165573	-0.0377526430362335	0.0670998107914779
GDP	0.640130727098615	-1.23833516359004	0.0345553043605593	1.32719150096262	1.70027687511535	1.36101410914824	1.27814722142338	0.788033642989873	-0.159649052433652	-0.0931558422279759	0.492536058179593	0.66548456483047	NaN	0.0893373032484058	0.0812427706491358	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	1.3035143924858	1.82911003511711	-0.429315941228763	0.10783659666651	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.61800983681606	1.224465966355	0.311882553603446	1.13707231987775	0.492306007373224	0.0983206619328009	0.0763633006869273	0.217508937228554
M7G	0.816563434959931	-1.13931357898847	0.374989043616437	0.960974758995757	1.70027687511535	1.36101410914824	1.27814722142338	0.788033642989873	-0.159649052433652	-0.207956761176212	0.645709781650877	0.66548456483047	NaN	0.460366820169781	0.499512002765332	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	1.3035143924858	1.82911003511711	-0.429315941228763	0.49898934275685	-0.0500626174321759	NaN	NaN	-0.0708883442592492	1.43386381037797	0.52593012414074	0.0476481389073967	0.504814392571448	0.701456642374472	0.20962947083544	0.47576910371799	0.518327190102707
G47	0.219356036936874	0.218041902515765	0.204772173988498	0.228541275062028	0.897424244143721	1.36101410914824	0.154841623740718	-0.533081582022561	-0.159649052433652	0.796551279620854	0.186188611237025	0.66548456483047	NaN	0.440733330063927	0.185810078678185	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	1.88550920134254	0.205624783189095	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.502301558985314	-0.321524620417115	-0.818433631009781	-0.175532726025256	0.0749490028285584	0.239855271676335	0.209498568363948	0.217508937228554
MRG	0.383960066673839	0.661849486513173	0.545205913244376	0.228541275062028	0.897424244143721	1.36101410914824	0.154841623740718	-0.533081582022561	-0.159649052433652	1.25674461850818	0.339362334708309	0.66548456483047	NaN	0.727105058246466	0.499512002765332	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	1.88550920134254	0.49898934275685	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.502301558985314	0.152636406299778	0.180437389078908	0.112495678361978	0.283459625200184	0.540701591633304	0.51380775162571	0.484902939783357
GX1	0.207808998768871	1.07375918529967	0.715422782872315	0.228541275062028	0.897424244143721	0.567089212145101	-0.968463973941946	-0.533081582022561	-0.159649052433652	0.796551279620854	0.186188611237025	0.66548456483047	NaN	0.526632435353183	0.290377386707234	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.902177900142844	-0.148708132936351	1.88550920134254	0.30341296971168	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.504958493883976	-0.931000956088077	-0.141274007220205	-0.899997389582661	0.0749490028285584	0.239855271676335	0.304595188133249	0.284357437867255
OGX	0.395554051829052	0.68727988712423	0.715422782872315	0.228541275062028	1.70027687511535	1.36101410914824	-0.968463973941946	-0.533081582022561	-0.159649052433652	0.643153499991745	0.339362334708309	0.66548456483047	NaN	0.639650169547344	0.394944694736283	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-0.461039441617115	-0.148708132936351	1.88550920134254	0.401201156234265	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.913104570240084	0.126800094777432	1.06680518720665	-0.0726238906431753	0.283459625200184	0.343387364525387	0.41871113185641	0.434766564304331
N7X	0.266623802447067	1.706065689382	1.22607339175613	0.228541275062028	-0.708281017799528	-1.02076058186118	-2.09176957162461	-0.533081582022561	-0.159649052433652	1.62035417022162	0.0330148877657405	-0.762087162951023	NaN	0.650205497947774	0.604079310794381	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.0199009830913866	-0.148708132936351	1.88550920134254	0.49898934275685	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.0223408936967744	-0.538756613398794	-0.155954081091777	-0.50929809766065	0.409134042242219	0.65971783110853	0.47576910371799	0.117236186270503
