	Molecular_weight	LogP	Number_of_HBA_1	Number_of_HBA_2	Number_of_HBD_1	Number_of_HBD_2	Number_of_acidic_groups	Number_of_aliphatic_OH_groups	Number_of_basic_groups	Fraction_of_rotatable_bonds	Number_of_heavy_bonds	Number_of_heterocycles	Number_of_hydrophobic_groups	MolarRefractivity	Number_of_atoms	Number_of_halogen_atoms	Number_of_B_atoms	Number_of_Br_atoms	Number_of_Cl_atoms	Number_of_I_atoms	Number_of_F_atoms	Number_of_N_atoms	Number_of_O_atoms	Number_of_P_atoms	Number_of_S_atoms	Number_of_bonds	Number_of_NO2_groups	Number_of_SO_groups	Number_of_OSO_groups	Number_of_SO2_groups	PolarSurfaceArea	Geometrical_diameter	Geometrical_radius	Geometrical_shape_coefficient	Kier_shape_1	Kier_shape_2	Zagreb_group_index_1	Zagreb_group_index_2
CBV	0.15773658722876	-0.72175268006618	-0.816529043779135	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	0.788033642989873	-0.159649052433652	-0.557350862323018	-0.579680006119396	-0.762087162951023	NaN	-0.540411546833926	-0.755295693583257	2.20509288650781	NaN	6.57455158074575	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.772257082036756	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.177465015857158	0.198090934825215	0.17687717167211	0.157781542445311	-0.43511682932293	-0.556507791608125	-0.798525601190639	-0.701657946553579
BRU	-0.0184614276634183	-0.730292271382485	-1.32717965266295	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.707625161619546	-0.964430309641356	2.20509288650781	NaN	6.57455158074575	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.714574624602204	-0.730320338972266	-0.397403997107641	-0.658629959401753	-0.645593264850886	-0.662370638629369	-0.93166086886766	-0.835354947830981
CBR	-0.0300084658314207	-0.0494482372449806	-0.986745913407075	-0.503892208871701	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.602469098911396	-0.859863001612307	2.20509288650781	NaN	6.57455158074575	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.590924962010593	0.236046253365706	0.0833972863090872	0.21256213529491	-0.645593264850886	-0.662370638629369	-0.874602897006079	-0.835354947830981
8BA	0.240103150007966	0.759866413312827	-0.476095304523258	-0.137675466904836	-1.51113364877115	-1.81468547886432	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.80492153970704	-0.273332559176828	0.66548456483047	NaN	-0.441151737740283	-0.755295693583257	2.20509288650781	NaN	6.57455158074575	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.0959175524289733	1.19128128525944	0.157631457982747	1.13695527236146	-0.548180553080576	-0.620948979836142	-0.627351685605898	-0.551248820116503
BGM	0.439676881192498	-0.069855348846446	-0.816529043779135	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.914423954703819	-0.120158835705544	0.66548456483047	NaN	-0.207010472277699	-0.546161077525159	2.20509288650781	NaN	6.57455158074575	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.00476424744408412	-0.317386198066531	0.286865182016982	-0.367334655512804	-0.340915602722089	-0.50974828821014	-0.456177770021156	-0.333991193040726
GRB	0.627421934252678	-0.742159791667646	-0.646312174151197	0.228541275062028	0.897424244143721	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	-1.01581507970084	0.0330148877657405	0.66548456483047	NaN	-0.144952920200228	-0.44159376949611	2.20509288650781	NaN	6.57455158074575	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.408695698709351	0.465682120236602	0.100157303326062	0.43530708420216	-0.133189852768213	-0.398027861433628	-0.380100474205716	-0.200294191763325
FHU	-0.334033667555046	-1.54588603320228	-0.305878434895319	0.228541275062028	1.70027687511535	2.15493900615138	0.154841623740718	2.10914886800231	-0.159649052433652	-0.68629392346053	-0.426506282648112	-0.762087162951023	NaN	-1.08782387012671	-0.546161077525159	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	0.862375933960071	-0.148708132936351	-0.429315941228763	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	0.180608056639537	-1.38365199175898	0.373975279921478	-1.42406332564869	-0.224377218493447	-0.620948979836142	-0.513235741882737	-0.267142692402025
U7B	-0.533619134087483	-0.495893047972423	-1.15696278303501	-0.503892208871701	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.557350862323018	-0.579680006119396	-0.762087162951023	NaN	-0.959016589411171	-0.859863001612307	4.71889877712672	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	5.50153584103632	-0.524021459279071	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.590924962010594	-1.48671510938356	0.441085517207945	-1.53435570636541	-0.43511682932293	-0.73154007004529	-0.855583573052219	-0.751794322032605
GF2	-0.275042821068194	-0.36202239586681	-0.816529043779135	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.914423954703819	-0.120158835705544	0.66548456483047	NaN	-0.523504815417165	-0.546161077525159	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	0.698695279038761	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.478892522469001	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.00476424744408354	0.516393543749072	0.32002212954673	0.442649743471434	-0.340915602722089	-0.50974828821014	-0.456177770021156	-0.317279067881051
6FM	-0.180894527151847	-0.336340830805274	-0.816529043779135	-0.137675466904836	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-1.01581507970084	0.0330148877657405	0.66548456483047	NaN	-0.317049046750846	-0.44159376949611	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	0.698695279038761	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.412910323800192	-0.542348889397328	0.119438288737459	-0.55953394941522	-0.133189852768213	-0.398027861433628	-0.418139122113436	-0.283854817561701
AF2	-0.462787874128374	0.0244569023086339	-0.816529043779135	-0.137675466904836	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.80492153970704	-0.273332559176828	0.66548456483047	NaN	-0.636522549611327	-0.650728385554208	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	0.698695279038761	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.412910323800192	0.174376061859969	0.293860249404618	0.112869703259393	-0.548180553080576	-0.620948979836142	-0.570293713744317	-0.467688194318127
125	-0.0516239876530319	0.252137476668368	-0.13566156526738	-0.503892208871701	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	1.13874632648579	-0.120158835705544	-0.762087162951023	NaN	-0.113531060587194	0.0812427706491358	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	0.421237475434342	-0.148708132936351	-0.429315941228763	0.0100484101439245	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.525932246797151	-0.4725481254064	-0.0169247071426292	-0.467636570355552	0.197772562609974	0.345115700337528	0.0573439767330672	-0.0833093156455986
UFB	-0.380832047126963	-0.885260737328383	-0.816529043779135	-0.503892208871701	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	0.0551286780801624	-0.426506282648112	-0.762087162951023	NaN	-0.691281160372313	-0.546161077525159	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	0.421237475434342	-0.148708132936351	-0.429315941228763	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.525932246797153	-1.21812556587881	0.0186144664750643	-1.20863536580016	-0.224377218493447	-0.449445279831221	-0.551274389790457	-0.551248820116503
F2T	-0.544626350448525	-0.433792637591349	-0.986745913407075	-0.870108950838565	-0.708281017799528	-0.22683568485804	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.744111592758307	-0.964430309641356	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	-0.461039441617115	-0.148708132936351	1.88550920134254	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.450720551204239	-1.37854039499903	0.561236871916724	-1.44626584833927	-0.645593264850886	-0.662370638629369	-0.93166086886766	-0.818642822671306
UD5	-0.73318112992411	-1.71944066848367	-0.816529043779135	-0.870108950838565	0.0945716131720962	0.567089212145101	-2.09176957162461	0.788033642989873	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.994315494383361	-0.964430309641356	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.688414034830755	0.0855111190127429	0.308462759771007	0.0232161310679243	-0.645593264850886	-0.466285662609565	-1.0077381646831	-0.868779198150331
C37	-0.744728168092112	-0.440888033317396	-0.986745913407075	-0.503892208871701	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.922811523357172	-0.859863001612307	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-0.524021459279071	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.590924962010593	0.124041516346164	-0.108952173547415	0.138104707437995	-0.645593264850886	-0.662370638629369	-0.874602897006079	-0.835354947830981
CFZ	-0.744728168092112	-0.341615284265345	-0.986745913407075	-0.503892208871701	-0.708281017799528	-1.02076058186118	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.918963442050862	-0.859863001612307	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-0.524021459279071	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.590924962010594	0.330060759908508	0.198354353374757	0.283288509328506	-0.645593264850886	-0.662370638629369	-0.874602897006079	-0.818642822671306
UFP	-0.73318112992411	-1.1217320674549	-1.32717965266295	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-1.02796758606532	-0.964430309641356	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.714574624602204	0.151256358112809	-0.007456091104657	0.146031959276179	-0.645593264850886	-0.662370638629369	-0.93166086886766	-0.835354947830981
UFT	-0.73318112992411	-1.02245931840285	-1.32717965266295	-0.870108950838565	-0.708281017799528	-0.22683568485804	0.154841623740718	-0.533081582022561	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-1.02411950475901	-0.964430309641356	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.714574624602204	-0.200405884646161	0.23202612635067	-0.243172077963123	-0.645593264850886	-0.662370638629369	-0.93166086886766	-0.818642822671306
FMU	-0.357174690878261	-0.544304995802362	-0.13566156526738	-0.137675466904836	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	-0.68629392346053	-0.426506282648112	-0.762087162951023	NaN	-0.855705950641317	-0.337026461467061	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	0.421237475434342	-0.148708132936351	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.412501564585013	-0.175312940966288	-0.042034812734988	-0.169902227542251	-0.224377218493447	-0.620948979836142	-0.285003854436415	-0.200294191763325
5CF	-0.556983115031931	-1.1131924761386	-0.816529043779135	-0.137675466904836	0.0945716131720962	-0.22683568485804	0.154841623740718	0.788033642989873	-0.159649052433652	-0.557350862323018	-0.579680006119396	-0.762087162951023	NaN	-0.860753971279702	-0.755295693583257	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-0.524021459279071	-0.0199009830913866	-0.148708132936351	-0.429315941228763	-0.772257082036756	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.17746501585716	0.233811859615835	0.176088003419776	0.193000154477607	-0.43511682932293	-0.556507791608125	-0.798525601190639	-0.701657946553579
5FU	-0.545436076863929	-1.7940365102761	-1.15696278303501	-0.503892208871701	0.0945716131720962	0.567089212145101	0.154841623740718	0.788033642989873	-0.159649052433652	-0.557350862323018	-0.579680006119396	-0.762087162951023	NaN	-0.965910033987853	-0.859863001612307	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	0.421237475434342	-0.148708132936351	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.301114678448769	-0.525486865821653	0.215406744018627	-0.559110638307845	-0.43511682932293	-0.556507791608125	-0.855583573052219	-0.701657946553579
MMT	-1.21281758893692	0.86403686914923	-0.13566156526738	-1.60254243477229	-2.31398627974278	-1.81468547886432	-2.09176957162461	-0.533081582022561	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.479558071810366	-0.337026461467061	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-1.34331635866857	-2.12652630098981	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-2.14032676714613	0.236366401455533	0.158697669108908	0.198760846192648	-0.855769886296729	-0.564495180088919	-0.342061826297996	-0.651521571074554
5AT	-1.72977070147103	0.248432801023795	-1.15696278303501	-2.33497591870602	-1.51113364877115	-1.81468547886432	-2.09176957162461	-0.533081582022561	-0.159649052433652	-1.67485739218145	-1.34554862347582	-0.762087162951023	NaN	-1.06076316932749	-1.0689976176704	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-1.7844548171943	-2.12652630098981	-0.429315941228763	-1.06562164160451	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.83028290243295	-0.571013341219566	0.311029869230928	-0.619680554016117	-1.48401607342122	-1.27017386296906	-1.02675748863696	-1.08603682522611
TCP	-1.55361963356606	0.465878424026486	-0.816529043779135	-1.96875917673916	-2.31398627974278	-1.81468547886432	-2.09176957162461	-0.533081582022561	-0.159649052433652	-0.842382892205938	-1.19237490000453	-0.762087162951023	NaN	-0.929493944120284	-0.859863001612307	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-1.34331635866857	-2.12652630098981	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-2.20654576000511	-0.450377195057865	0.307276188855531	-0.501000047038355	-1.27503967889348	-0.96993823332095	-0.817544925144499	-1.01918832458741
2DT	-0.967431187251954	-0.0296062456570939	-0.986745913407075	-1.23632569280543	-1.51113364877115	-1.02076058186118	0.154841623740718	-1.854196807035	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.751600869279191	-0.755295693583257	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.772257082036756	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.12803457075564	-0.897473727081066	-0.0934432019363822	-0.874541519712445	-0.855769886296729	-0.766789715191999	-0.722448305375198	-0.818642822671306
UBB	-1.13203521698892	-0.459536993765505	-1.32717965266295	-1.23632569280543	-1.51113364877115	-1.02076058186118	0.154841623740718	-1.854196807035	-0.159649052433652	-0.0931558422279759	-1.03920117653325	-0.762087162951023	NaN	-1.04455157517897	-1.0689976176704	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-1.13537982843799	-0.461039441617115	-0.148708132936351	-0.429315941228763	-1.06562164160451	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.12803457075564	-0.356432324993056	0.264090585423697	-0.401658188659827	-1.06560292823888	-0.869450063239732	-1.02675748863696	-1.01918832458741
CMR	-0.978978225419956	0.665114624369408	-0.305878434895319	-0.870108950838565	-1.51113364877115	-1.81468547886432	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.653023784288282	-0.650728385554208	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.12006376605965	-0.0188575495463609	0.181324283191098	-0.0560238913747315	-0.855769886296729	-0.766789715191999	-0.665390333513618	-0.751794322032605
NYM	-0.791233172359775	0.153806594305615	-0.816529043779135	-1.23632569280543	-0.708281017799528	-1.02076058186118	0.154841623740718	-1.854196807035	-0.159649052433652	-0.41668570471846	-0.732853729590681	-0.762087162951023	NaN	-0.551604084396905	-0.546161077525159	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.461039441617115	-0.148708132936351	-0.429315941228763	-0.576680708991586	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.56312933537843	-0.35333251791956	0.109229416869131	-0.371922981010066	-0.645593264850886	-0.662370638629369	-0.551274389790457	-0.618097320755204
C42	-0.967384240264743	0.404719880334709	-0.816529043779135	-0.870108950838565	-0.708281017799528	-1.81468547886432	0.154841623740718	-1.854196807035	-0.159649052433652	-0.262623865437277	-0.886027453061965	-0.762087162951023	NaN	-0.739398727588535	-0.755295693583257	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.0873369098798451	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.772257082036756	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.439479672786819	0.254629845530103	0.454894293564743	0.161552884062067	-0.855769886296729	-0.766789715191999	-0.798525601190639	-0.818642822671306
DOC	-1.14358225515692	0.221307040372	-0.986745913407075	-0.870108950838565	-1.51113364877115	-1.81468547886432	0.154841623740718	-1.854196807035	-0.159649052433652	-0.0931558422279759	-1.03920117653325	-0.762087162951023	NaN	-0.939395512470821	-0.964430309641356	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	-0.524021459279071	-0.902177900142844	-0.148708132936351	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.00438490816403	0.00530618397494345	0.173669148209013	-0.0309146790732277	-1.06560292823888	-0.869450063239732	-0.96969951677538	-1.01918832458741
5UA	-1.10782633575999	0.805892298863208	-0.986745913407075	-0.503892208871701	-2.31398627974278	-1.81468547886432	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.557350862323018	-0.579680006119396	0.66548456483047	NaN	-0.957013932043155	-0.964430309641356	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.34331635866857	-2.12652630098981	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.08470609394668	-0.356459624018392	-0.193882638425571	-0.322161460218908	-0.961097581931433	-0.662370638629369	-0.798525601190639	-0.751794322032605
RMP	-0.697037931456219	1.03118681094339	-0.13566156526738	-0.503892208871701	-1.51113364877115	-1.81468547886432	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.68629392346053	-0.426506282648112	0.66548456483047	NaN	-0.370582891848747	-0.44159376949611	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.34331635866857	-0.148708132936351	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.942049127849249	-0.196230405464696	0.0314548173444185	-0.203629802636878	-0.754929387066575	-0.73154007004529	-0.361081150251856	-0.400839693679427
SMP	-0.697037931456219	1.03118681094339	-0.13566156526738	-0.503892208871701	-1.51113364877115	-1.81468547886432	-0.968463973941946	-0.533081582022561	-0.159649052433652	-0.68629392346053	-0.426506282648112	0.66548456483047	NaN	-0.370582891848747	-0.44159376949611	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.34331635866857	-0.148708132936351	-0.429315941228763	-0.381104335946416	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.942049127849249	-0.822314896871379	1.00548278234457	-0.974752357339647	-0.754929387066575	-0.73154007004529	-0.361081150251856	-0.400839693679427
5UD	-1.48397360597518	-1.69941030355792	-1.49739652229089	-1.60254243477229	-0.708281017799528	-0.22683568485804	-2.09176957162461	2.10914886800231	-0.159649052433652	-1.77891670467839	-1.19237490000453	-0.762087162951023	NaN	-1.47506911891844	-1.38269954175755	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-1.13537982843799	-0.902177900142844	-2.12652630098981	-0.429315941228763	-1.35898620117227	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.56826824550329	-1.28013172176492	0.134202871267325	-1.28715307343625	-1.27503967889348	-1.16507072347819	-1.33106667189872	-1.16959745102448
B86	-1.68326569720337	-0.346261826599217	-1.32717965266295	-1.60254243477229	-1.51113364877115	-1.81468547886432	-2.09176957162461	0.788033642989873	-0.159649052433652	-1.67485739218145	-1.34554862347582	-0.762087162951023	NaN	-1.43197060828776	-1.38269954175755	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	-0.524021459279071	-1.7844548171943	-2.12652630098981	-0.429315941228763	-1.35898620117227	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.85807852906511	-0.910455797437448	0.282490386699985	-0.947329655285172	-1.48401607342122	-1.27017386296906	-1.35008599585258	-1.30329445230189
GF0	-1.21358035017945	-0.267396189148631	-1.15696278303501	-1.23632569280543	-0.708281017799528	-1.02076058186118	-2.09176957162461	0.788033642989873	-0.159649052433652	-2.03433501717088	-0.732853729590681	0.66548456483047	NaN	-1.03266390034776	-1.0689976176704	2.20509288650781	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	2.63958955606436	0.698695279038761	-1.7844548171943	-2.12652630098981	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.2719178144986	-1.56243060714551	-0.0710788709688264	-1.53507576185063	-1.16660941513665	-1.11760532951518	-0.93166086886766	-0.785218572351955
2AD	-1.43623642235208	0.193113830805668	-0.816529043779135	-1.23632569280543	-0.708281017799528	-1.81468547886432	-2.09176957162461	0.788033642989873	-0.159649052433652	-1.95730409753029	-0.886027453061965	0.66548456483047	NaN	-0.904059368002119	-0.964430309641356	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	1.31005364819768	-2.22559327572003	-2.12652630098981	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.1151586554775	-0.53612916615129	0.283270743951062	-0.580909566498846	-1.37137543034062	-1.22932683169171	-0.89362222095994	-0.80193069751163
GNG	-1.42468938418408	-0.376778307332485	-0.986745913407075	-1.23632569280543	-0.708281017799528	-1.02076058186118	-2.09176957162461	0.788033642989873	-0.159649052433652	-1.95730409753029	-0.886027453061965	0.66548456483047	NaN	-0.991038418690246	-1.0689976176704	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.7844548171943	-2.12652630098981	-0.429315941228763	-0.967833455081927	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.2719178144986	-1.14726442199803	0.307081481763189	-1.18295975165559	-1.37137543034062	-1.22932683169171	-0.95068019282152	-0.852067072990656
GMP	-1.2369443311239	-1.04908275015369	-0.816529043779135	-0.870108950838565	0.0945716131720962	-0.22683568485804	-2.09176957162461	2.10914886800231	-0.159649052433652	-2.03433501717088	-0.732853729590681	0.66548456483047	NaN	-0.928980866612774	-0.964430309641356	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.34331635866857	-2.12652630098981	-0.429315941228763	-0.870045268559342	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-0.858457868345169	-1.00629850469996	0.108900206670279	-1.01404409610546	-1.16660941513665	-1.11760532951518	-0.874602897006079	-0.718370071713255
6MD	-1.26008535444711	-0.333326857399519	-0.476095304523258	-0.870108950838565	-0.708281017799528	-0.22683568485804	-2.09176957162461	2.10914886800231	-0.159649052433652	-1.22551036094467	-0.732853729590681	0.66548456483047	NaN	-0.747823129244071	-0.755295693583257	-0.308713004111094	NaN	-0.151720421094133	-0.100504738062547	-0.112510221438409	-0.222356728907596	0.698695279038761	-1.7844548171943	-2.12652630098981	-0.429315941228763	-0.674468895514171	-0.0500626174321759	NaN	NaN	-0.0708883442592492	-1.5525310157189	-0.183683375905614	0.228520274294257	-0.22615870394106	-1.16660941513665	-0.950417086803562	-0.684409657467478	-0.668233696234229
